CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6_L7	AMC	FieldOfView	Relief	uuid
Sponges > Massive forms	Cryptic			Cryptic Black Wrinkly	*	*	0388e462-90d3-49c2-8aaf-c213042e9a1c
Sponges > Massive forms	Cryptic			Cryptic Lavender Tubes	*	*	2a197fed-71a6-48ee-b1b7-d49ac0118cc4
Sponges > Massive forms	Cryptic			Cryptic Orange Short Tubes	*	*	7aaa0eb6-db4e-410a-beb8-3f9f09c06a5e
Sponges > Massive forms	Cryptic			Cryptic Orange Tubes	*	*	58798c35-71ba-437e-8892-5575bd55e9e4
Sponges > Massive forms	Cryptic			Cryptic Purple Brain	*	*	3598fab7-a9a5-41d9-b520-2f5833d8ca92
Sponges > Massive forms	Cryptic			Cryptic Red	*	*	2ff1179b-19b5-4a9c-b238-59e7e76c3b64
Sponges > Massive forms	Cryptic			Cryptic Short Yellow Tubes	*	*	dacfd9e4-2c5c-4eb9-b8a8-27b5d55469cb
Sponges > Massive forms	Cryptic			Cryptic Spiky White Massive	*	*	79871c2e-0d6a-4396-b53f-3b9fe76c5422
Sponges > Massive forms	Cryptic			Unidentifiable	*	*	106774ad-7700-4665-91bc-e1f39541bca3
Sponges > Massive forms	Simple			Massive Purple Complex Branching	*	*	0f4f3e2b-fe96-48f5-86f6-f22ccdfd9cbf
Sponges > Massive forms	Simple			Bramble Sponge Yellow	*	*	e49f2540-5db0-4d27-a29e-eddf821f2daa
Sponges > Massive forms	Simple			Bronze Bumpy Oscula Massive Laminar like	*	*	0fe4a619-20ca-4405-b84c-9955fea56faf
Sponges > Massive forms	Simple			Creme brulee	*	*	0b85f782-fa1f-4011-822f-d0301204ce4b
Sponges > Massive forms	Simple			Irregular Sand Sponge Yellow	*	*	2aba70af-f19b-4fde-8f10-a9d012718e01
Sponges > Massive forms	Simple			Light Yellow Oscula Laminar Like	*	*	374659be-8efc-4034-89d1-0c58d69e3f5d
Sponges > Massive forms	Simple			Light yellow with white tentacles	*	*	46b82781-8bff-43d7-887a-f657894d4253
Sponges > Massive forms	Simple			Lumpy Opaque Yellow	*	*	b803896b-3f21-4de6-96ec-75b62ff40a77
Sponges > Massive forms	Simple			Lumpy Orange	*	*	c9bb51a6-b745-481f-ba8a-257255f94103
Sponges > Massive forms	Simple			Lumpy Pink	*	*	909999ac-c5bd-4d2c-88c0-268bbc553fe6
Sponges > Massive forms	Simple			Lumpy White	*	*	d4b5e589-8134-4b5e-b61f-600a41f87744
Sponges > Massive forms	Simple			Lumpy Yellow	*	*	9153009c-9533-48a6-8ce2-455cd13702e5
Sponges > Massive forms	Simple			Massive Beige Brain	*	*	8a16e589-e56b-42ca-8b7a-df834c93af41
Sponges > Massive forms	Simple			Massive Black Oscula Papillate	*	*	3733b055-f183-452d-8921-fd3d129723a3
Sponges > Massive forms	Simple			Massive Brown	*	*	7cc379c0-1151-4aad-8fc7-e9b20309c86d
Sponges > Massive forms	Simple			Massive Dark Grey	*	*	80f47776-e5ae-475c-ba02-587c89833be3
Sponges > Massive forms	Simple			Massive Grey Clam Shaped	*	*	ed04e0d8-e5da-4d36-aed5-fa781b571411
Sponges > Massive forms	Simple			Massive pink bronze warts	*	*	83c736e3-4f43-4d83-8751-f7822b8437ca
Sponges > Massive forms	Simple			Massive Purple Irregular	*	*	30bb1703-712a-4dbf-bb4e-5c43a37a615e
Sponges > Massive forms	Simple			Massive Purple Laminar Oscula	*	*	0b8f9a86-c4b2-4cbb-9ee8-f299e13cea8b
Sponges > Massive forms	Simple			Massive Red Brain	*	*	eae70323-71a6-4925-9dcb-d33c3c72bf6c
Sponges > Massive forms	Simple			Massive Red Irregular	*	*	8d3a6770-2d74-41e5-9fca-3d24541ec3ba
Sponges > Massive forms	Simple			Massive Rounded Purple Oscula	*	*	163f46b9-0e5b-467a-911d-d77f0b3df7e7
Sponges > Massive forms	Simple			Massive Shapeless	*	*	01c872e6-c934-4a09-80b1-6552d8603905
Sponges > Massive forms	Simple			Massive Walled Brown	*	*	8127febd-fb71-41e0-a184-6c0712d883ab
Sponges > Massive forms	Simple			Massive White Clam Like	*	*	e04670b6-0184-4e7e-8786-070e76ca04af
Sponges > Massive forms	Simple			Massive White Holey	*	*	9d888855-165d-4f06-97ae-fdd424c74a47
Sponges > Massive forms	Simple			Massive White Papillate	*	*	881a288c-13df-4998-8373-1a7eb2966d9e
Sponges > Massive forms	Simple			Massive White Small Oscula	*	*	78ab2d2d-22fa-4b08-bf6d-6d9903acc8c3
Sponges > Massive forms	Simple			Massive Yellow Lumpy Wave	*	*	847d7048-2e25-448c-b9bd-36a75e423521
Sponges > Massive forms	Simple			Massive Yellow Papillate	*	*	658ad77c-0f7e-4a23-a1b4-f50da82d445b
Sponges > Massive forms	Simple			Simple Beige Labyrinth	*	*	fe56653a-b176-45a0-b98c-3bbf2c1b0803
Sponges > Massive forms	Simple			Simple Grey Lumpy Thorny	*	*	567a7b23-e398-4566-ac59-4606a1e3b883
Sponges > Massive forms	Simple			Simple Purple Oscula	*	*	0d342764-65a8-4579-ab51-2a886941d547
Sponges > Massive forms	Simple			Simple White Labyrinth	*	*	22a80d75-56ef-43ec-a7ef-2acb46b04269
Sponges > Massive forms	Simple			Simple Yellow Honeycomb	*	*	bd3633ee-187d-42b2-87f4-a67a65cb418d
Sponges > Massive forms	Simple			Smooth Black Massive	*	*	aab73240-b478-4bd8-a563-d280014c0aaa
Sponges > Massive forms	Simple			Spikey cream massive	*	*	2ad18aa8-3470-4cfc-8659-86163c41cada
Sponges > Massive forms	Simple			Spikey pink massive	*	*	aea249b7-42b4-4f0c-a060-702fadcfd9f4
Sponges > Massive forms	Simple			Yellow Papillate Polymastia like	*	*	f59d15ee-3aac-4235-9ce2-8d8b935b1c1b
Sponges > Massive forms	Simple			Massive Purple	*	*	d8e7ca1d-c213-42de-88d1-d577728fb49f
Sponges > Massive forms	Simple			Massive White Lumpy	*	*	c8e9be84-89f3-4aa6-9abf-8f6d514dbdc4
Sponges > Massive forms	Simple			Massive Orange Holey	*	*	edf4f990-bf44-415d-9350-861ba7674bda
Sponges > Massive forms	Simple			Massive Yellow Shapeless	*	*	aabe7b8c-ead8-4d86-9cd0-c1bc57057920
Sponges > Massive forms	Simple			Massive Peach Irregular	*	*	7ccd3623-eda3-47b0-bce3-ce2adfed5e39
Sponges > Massive forms	Simple			Massive Pink	*	*	7723a8d1-b860-430d-a1be-378cef201883
Sponges > Massive forms	Simple			Massive Yellow Frilly	*	*	867550e5-8ba7-4f30-bba8-899b9f4d045a
Sponges > Massive forms	Simple			Massive Yellow Holey	*	*	56b14203-c6d2-45e5-a4cb-5077980805c4
Sponges > Massive forms	Simple			Massive Orange Ribbon	*	*	c894c618-729b-4756-b5ec-86938bb845a3
Sponges > Massive forms	Simple			Massive Blue Lumpy	*	*	2a54d652-1ef8-4625-b8e0-48f8f4d30b36
Sponges > Massive forms	Simple			Massive Orange	*	*	de9c865d-9da7-4af5-ae0b-5ac1a3537204
Sponges > Massive forms	Simple			Massive Velvet	*	*	e3ccaaa3-60a3-43b9-9085-49ee1b735b40
Sponges > Massive forms	Simple			Massive Blue	*	*	43a640e1-8a76-42c1-85b6-f0da3d5a5cc8
Sponges > Massive forms	Simple			Massive Red Oscula	*	*	793a98d4-6d5e-4848-b7b9-7649d56fdb61
Sponges > Massive forms	Simple			Massive White	*	*	4dd093aa-f0d1-4a80-8d6f-24b048a970e9
Sponges > Massive forms	Simple			Massive Beige Nodular	*	*	08ced795-1bfd-4851-ba70-7b11a4ccaf34
Sponges > Massive forms	Simple			Massive Beige Shapeless	*	*	33880231-e6ba-41de-aef9-7346e9501d52
Sponges > Massive forms	Simple			Massive Beige Thick Crust	*	*	e982da4f-ca88-4201-9140-103eb08a5ba9
Sponges > Massive forms	Simple			Massive Blue Shapeless	*	*	3cb89711-a085-4ebf-bfbf-acb4df8f01f9
Sponges > Massive forms	Simple			Massive Blue Thick Crust	*	*	a76e0ff3-280d-4b12-84fb-86a1de4f8872
Sponges > Massive forms	Simple			Massive Cream Papillate	*	*	cfa28cc4-d451-4a42-bb0d-4b206787d3ef
Sponges > Massive forms	Simple			Massive Grey Laminar Like	*	*	de466fd2-a1a1-4af0-845a-dae981eb62eb
Sponges > Massive forms	Simple			Massive Peach Shapeless Oscula	*	*	75685b71-be7e-4445-a69a-7141cd353c88
Sponges > Massive forms	Simple			Massive Purple Chunks	*	*	09ddf10f-222f-4fda-806b-db4a4096f41f
Sponges > Massive forms	Simple			Massive Red	*	*	0dc2e15e-5623-4930-b8e9-8ed23c8e4239
Sponges > Massive forms	Simple			Massive Red White Shapeless	*	*	68d90651-93c4-4ee2-9526-dc41a21bed33
Sponges > Massive forms	Simple			Massive White Shapeless	*	*	b5df2e8e-36a3-4c09-9412-038f01c09e6e
Sponges > Massive forms	Simple			Massive Yellow Irregular Ball	*	*	d3f2ede1-bf5f-467b-9015-fd5135586b57
Sponges > Massive forms	Simple			Massive Orange Ball	*	*	6f3cb962-2c78-49f7-b592-c67d1f43b993
Sponges > Massive forms	Simple			Simple Beige Honeycomb	*	*	2e9645fa-05ba-48ba-a2ec-279790543173
Sponges > Massive forms	Simple			Simple Beige Irregular Oscula	*	*	000e7fa2-7507-4d8e-9742-9512b88d5bd7
Sponges > Massive forms	Simple			Simple Beige Laminar Like	*	*	321a3b6c-34cc-4286-bd78-88ffd26a8726
Sponges > Massive forms	Simple			Simple Beige Lumpy	*	*	5a9660ca-f810-4555-888c-459de07c12e3
Sponges > Massive forms	Simple			Simple Beige Lumpy Shapeless	*	*	7bf5721a-b52a-4f80-a9ee-f2f65cd5ac0c
Sponges > Massive forms	Simple			Simple Beige Shapeless	*	*	987eb33d-c154-4cee-a04b-be528985ddf7
Sponges > Massive forms	Simple			Simple Beige Small	*	*	607d2cd4-78a9-4d94-8761-ad56c5e5d4c9
Sponges > Massive forms	Simple			Simple Beige Small Oscula	*	*	954c822c-3232-4361-8877-1e105be6508d
Sponges > Massive forms	Simple			Simple Beige Smooth	*	*	9a3f2511-b9b1-49a7-a8b5-1cd6029d9900
Sponges > Massive forms	Simple			Simple Beige Tube Like	*	*	1012d7eb-786d-4704-8dd7-d7b7fa451daf
Sponges > Massive forms	Simple			Simple Blue Shapeless	*	*	0ac525e3-598d-4139-b9c9-86dc4245625f
Sponges > Massive forms	Simple			Simple Blue Shapeless Oscula	*	*	a0f2e6ef-8815-47f8-9dad-d7468da31f6a
Sponges > Massive forms	Simple			Simple Grey Brain	*	*	723af339-b194-482d-a934-52cf4e38f329
Sponges > Massive forms	Simple			Simple Grey Creep	*	*	8b7f6ee7-6a5d-4c2e-8931-060c0de3dcd5
Sponges > Massive forms	Simple			Simple Grey Doughnut	*	*	0b789148-73e2-4814-a4eb-3e2ed1a93477
Sponges > Massive forms	Simple			Simple Orange Confused	*	*	b9c42477-1032-4ea7-9a87-509c4dff7e65
Sponges > Massive forms	Simple			Simple Orange Globes	*	*	a6469549-856f-4574-80d4-cfc041a40294
Sponges > Massive forms	Simple			Simple Orange Rough	*	*	a0e6f2e7-2f3b-4b74-be2a-83fb0ef16ba7
Sponges > Massive forms	Simple			Simple Orange Smooth	*	*	ffc1468f-f7a2-46fb-95dd-432ccc805bc0
Sponges > Massive forms	Simple			Simple Pink Irregular	*	*	01c96531-c11d-4f2a-b2a5-911983e75e09
Sponges > Massive forms	Simple			Simple Pink Oscula	*	*	81d82dba-ed9e-499c-aaa8-9f609e226a3c
Sponges > Massive forms	Simple			Simple Purple Furrowed	*	*	fc216a91-47e7-4b03-8f59-9fcfe58720b5
Sponges > Massive forms	Simple			Simple Purple Shapeless	*	*	9b6c5cd5-a2c2-42e8-a8c4-5d2546d8e6d6
Sponges > Massive forms	Simple			Simple Red Ball Like	*	*	4ac10be5-836b-4bfe-8f4d-dcae92ceccc1
Sponges > Massive forms	Simple			Simple White Rough	*	*	7a198ad4-3b1f-4bb0-8d16-af1e71aff612
Sponges > Massive forms	Simple			Simple Yellow Lumpy	*	*	c36afd1b-92a6-41de-ab43-199cf1fb0116
Sponges > Massive forms	Simple			Simple Yellow Rough	*	*	cfd081c8-c077-4cd9-bc50-467d73519e8b
Sponges > Massive forms	Simple			Yellow Shapeless Smooth	*	*	3324ee1f-5f3e-461e-82f9-c5bb94651c7a
Sponges > Massive forms	Simple			Simple Red Globes	*	*	9c9d275e-1c0b-480e-84d7-9aae8b787b83
Sponges > Massive forms	Simple			Massive Dark Purple	*	*	061ec551-f4fe-4c9d-ab46-69615422c436
Sponges > Massive forms	Simple			Smooth Grey Globes	*	*	29da83a7-3c8a-434b-84a3-bfd944ab94b7
Sponges > Massive forms	Simple			Yellow Oscula Laminar like	*	*	7af7d248-ecd0-4051-b16b-d5fc039ef439
Sponges > Massive forms	Simple			Massive Yellow Knobby	*	*	77f13bd0-63b0-4cde-bde1-6100d4b04a77
Sponges > Massive forms	Simple			Massive Royal Blue	*	*	6b39aa68-dd13-4390-a61e-d3182d69ab2c
Sponges > Massive forms	Simple			Unidentifiable	*	*	35ba3d26-c825-4344-837d-41dd9d1ecd68
Sponges > Massive forms	Simple			Massive red yellow	*	*	e8bf7a2f-80ff-4401-bfe9-630d589129bb
Sponges > Massive forms				Unidentifiable	*	*	f887e4af-0e22-45b9-954b-af299aad3b99
Sponges				Unidentifiable	*	*	fc2d93b5-1385-4d48-9c3e-97a9a3412ec1
Substrate > Consolidated (hard)	Boulders			Unidentifiable	*	*	9473aa42-574a-4d36-a703-27c0b1f2d0ba
Substrate > Consolidated (hard)	Cobbles			Unidentifiable	*	*	38eaa150-2e5f-4458-a784-472bfc698f30
Substrate > Consolidated (hard)	Rock			Unidentifiable	*	*	904f435e-736b-476b-bb98-a1d833e44fff
Substrate > Consolidated (hard)				Unidentifiable	*	*	714237d8-1e55-4241-abac-1f04119fff3d
Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic	Barnacle plates	Unidentifiable	*	*	8f3a011a-6537-4fa2-8095-0b6619ae70d9
Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic	Coquina / shellhash	Unidentifiable	*	*	8dabade0-57af-431e-a43a-70669a50245e
Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic	Coral rubble	Unidentifiable	*	*	6918e92b-3ba3-4c39-939c-ac023a0853f0
Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic	Rhodoliths	Unidentifiable	*	*	b797f4c1-d21e-4ecb-8def-95f258580cda
Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic	Screwshells	Unidentifiable	*	*	4c714916-2d6b-42e4-97fd-dc3d49c8da35
Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic		Unidentifiable	*	*	069626e9-3007-4a72-9f2e-4f700c577369
Substrate > Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)		Unidentifiable	*	*	4ba0757e-c4a4-4747-a0ad-0e5271d500da
Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)		Unidentifiable	*	*	ade1eb55-9b7c-4641-9404-cd83ee388aed
Substrate > Unconsolidated (soft)	Pebble / gravel			Unidentifiable	*	*	82ecc53f-597e-441a-ad45-9d67ed0cbc1d
Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)		Unidentifiable	*	*	15d00e66-d16c-4ffa-9790-144b7e4bc2da
Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Fine sand (no shell fragments)		Unidentifiable	*	*	0c3b116b-2536-47da-9843-2a63596ace3e
Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Mud / silt (<64um)		Unidentifiable	*	*	fbaafe5a-2435-4f5f-b0ff-5484468a9635
Substrate > Unconsolidated (soft)	Sand / mud (<2mm)			Unidentifiable	*	*	93a15ab7-1f28-4fd7-9696-5a6ee2eaf0e2
Substrate > Unconsolidated (soft)				Unidentifiable	*	*	5921fc48-a49d-4548-a721-8cb91357675e
Substrate				Unidentifiable	*	*	b4e48c79-32ca-4e27-8f56-c20597b33095
Worms > Acorn worms				Unidentifiable	*	*	a83e3b87-aa64-4c6e-86a8-0ed976ba4603
Worms > Echiura				Unidentifiable	*	*	0b949388-e315-4626-98e3-51646bfd5068
Worms > Flatworms				Flatworm White sp1	*	*	605eab3b-8bba-4df2-9dcb-ccbac52f0f59
Worms > Flatworms				Unidentifiable	*	*	f3ccc6eb-5bc6-4e19-ab63-27588cdada72
Worms > Penisworms				Unidentifiable	*	*	b11df4a6-dfe3-4d29-9a13-5baef8d829ca
Worms > Polychaetes	Other polychaetes			Unidentifiable	*	*	0751d7fb-5f50-4160-b03e-03a6c3e0baf6
Worms > Polychaetes	Tube worms			Fanworm Sabella Like	*	*	6252b853-8b50-4949-8fd3-8e79ede3b982
Worms > Polychaetes	Tube worms			Tube Worm sp1	*	*	613a2613-fc40-4c90-b6c5-77a783f1a03c
Worms > Polychaetes	Tube worms			Unidentifiable	*	*	6995e427-ae22-4134-8a49-d30d69c09bc3
Worms > Polychaetes				Unidentifiable	*	*	31ebbfd5-0a84-4485-9701-65c85c1da4ec
Worms > Sipuncula				Unidentifiable	*	*	2901506e-090e-4776-8940-4be5a27450ec
Worms				Unidentifiable	*	*	ba4ae9b5-8f9f-4aa1-8ab3-a30bdc506809
Anthropogenic Debris				Unidentifiable	*	*	d3a25ca9-df51-4b65-88b4-5013d7d0f284
Biota				Unidentifiable	*	*	b5b668fe-cf90-4d7b-b455-2a772b5d5484
Physical				Unidentifiable	*	*	15d7d234-ac11-42b9-be72-7cc9b2bb75f4
Unscorable				Unidentifiable	*	*	2a00a85e-6675-4d69-ab4f-197992dcead7
					Facing Up	*	
					Facing Down	*	
					Limited	*	
					Open	*	
					*	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	
					*	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	
					*	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	
					*	3. Good relief structure with some overhangs. >45 substrate slope	
					*	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	
					*	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope"	
					*	Unknown	
